-0.15209647	0.10198934	1
-0.42885969	0.10642278	1
-0.30259642	0.050171504	1
-0.33987391	0.19349586	1
-0.22241387	-0.033715502	1
-0.16755641	-0.024055558	1
-0.27521714	0.028240014	1
-0.15877282	0.076725468	1
-0.034643305	0.004093517	1
-0.197308	0.023397624	1
-0.16240235	-0.029038909	1
-0.18944263	0.12726962	1
-0.21997172	0.063460717	1
-0.2122975	0.11058056	1
-0.19678674	0.16516239	1
-0.22864212	-0.039535633	1
-0.22304727	-0.009524945	1
-0.098351408	0.075639911	1
-0.27912261	0.050064768	1
-0.19916414	0.046241153	1
-0.27335214	0.13012203	1
-0.2645714	-0.01601852	1
-0.28020659	0.14934274	1
-0.28174449	0.021465413	1
-0.28477522	0.19274626	1
-0.16580785	0.002947809	1
-0.38915048	0.11917778	1
-0.14800047	0.094036113	1
-0.31749502	0.011006219	1
-0.15393281	-0.043554107	1
-0.25853913	-0.049500147	1
-0.27171253	0.10830796	1
-0.23947961	0.01956467	1
-0.31880187	-0.033985322	1
-0.28545573	0.13517287	1
-0.36204906	0.10417868	1
-0.25068492	-0.036506176	1
-0.17415789	0.15160492	1
-0.076745382	0.23714846	1
-0.25413231	0.19027117	1
-0.13994762	0.22416101	1
-0.11731279	0.18586229	1
-0.26318836	0.086280427	1
-0.31070046	0.15513783	1
-0.2757438	0.075590232	1
-0.11553137	0.22251477	1
-0.24860677	0.068594937	1
-0.26238198	0.11322082	1
0.009832542	0.019275236	1
-0.33507415	0.19439401	1
-0.25288215	-0.16214052	1
-0.32290993	0.13261802	1
-0.11286671	0.054466541	1
-0.3114529	0.083268421	1
-0.18179031	0.091407863	1
-0.07224716	0.097238235	1
-0.034756145	0.15484812	1
-0.32920186	0.16809376	1
-0.38765464	0.1405526	1
-0.29782606	0.11388125	1
-0.3556375	0.25226662	1
-0.23308315	0.070715484	1
-0.22825016	0.12340214	1
-0.15892888	0.095816151	1
-0.087003261	0.15989151	1
-0.22034376	0.051808686	1
-0.3267435	0.074284009	1
-0.24146525	0.29696117	1
-0.19300816	0.12926894	1
-0.094118022	0.11366566	1
-0.31202052	-0.14840508	1
-0.13740122	-0.05785876	1
-0.18201643	0.12534537	1
-0.35854407	0.1235098	1
-0.23241861	-0.007693172	1
-0.41560407	0.086213387	1
-0.33787814	-0.014410934	1
-0.3724039	0.040889255	1
-0.33855223	0.17517494	1
-0.10217979	0.071655317	1
-0.38745685	-0.051367624	1
-0.18228788	-0.056245773	1
-0.093287792	-0.064947929	1
-0.23270806	-0.018168428	1
-0.16261059	-0.076319811	1
-0.067529169	0.033122175	1
-0.46599798	0.16491334	1
-0.2289624	0.08114806	1
-0.10272425	0.16929578	1
-0.32335722	-0.037631513	1
-0.19165513	0.087600858	1
-0.35471439	0.15593772	1
-0.16331047	0.069174674	1
-0.25415609	0.028240925	1
-0.36860966	0.13732389	1
-0.32916239	-0.091972347	1
-0.19320721	0.19002641	1
-0.22222476	0.12126285	1
-0.23473579	0.04186561	1
-0.24220856	0.018516072	1
-0.34425986	0.027148082	1
-0.091841417	0.083023451	1
-0.34814623	0.12042649	1
-0.1989589	0.044594295	1
-0.23930439	0.18260341	1
-0.22109189	0.072156808	1
-0.22469407	0.11786551	1
-0.30545897	0.10424284	1
-0.12667623	0.028255108	1
-0.28123742	-0.003884471	1
-0.34199526	0.056968911	1
-0.43816366	0.000838558	1
-0.45165671	0.13581119	1
-0.28926189	0.16111486	1
-0.18317384	0.16007275	1
-0.19424586	-0.021288733	1
-0.11288702	0.037571351	1
-0.18306248	0.051583144	1
-0.14550491	-0.028441492	1
-0.19501537	0.065282165	1
-0.21906384	0.14225694	1
-0.31921526	0.099219964	1
-0.25944782	0.20522461	1
-0.33271708	0.10103186	1
-0.32135676	0.061382932	1
-0.31203913	0.005595489	1
-0.26577715	-0.093595575	1
-0.034848234	0.064764438	1
-0.24244996	0.21102388	1
-0.095696065	0.13479434	1
-0.20925172	0.044230081	1
-0.17673086	-0.062961728	1
-0.18854161	0.11066944	1
-0.2031121	0.1627055	1
-0.20363229	0.14196216	1
-0.14851715	-0.001442132	1
-0.2170648	-0.18417951	1
-0.32030538	0.12933528	1
-0.093661093	0.093107745	1
-0.28464273	0.34834627	1
-0.28994507	0.10507436	1
-0.29446241	0.24799338	1
-0.11382758	0.019536061	1
-0.25319668	0.054986878	1
-0.23066105	0.085817507	1
-0.37913646	0.17710314	1
-0.27121684	0.22205874	1
-0.10729341	0.10417647	1
-0.47309657	0.13467425	1
-0.19802009	-0.082138757	1
-0.12574966	-0.002304238	1
-0.21555737	-0.13121061	1
-0.19620041	0.019097598	1
-0.087137637	0.010770135	1
-0.067355304	0.18874724	1
-0.044086117	-0.069647766	1
-0.32190265	0.058652001	1
-0.23965827	-0.067388097	1
-0.21750824	0.23344645	1
-0.43313888	0.15366999	1
-0.29332327	0.01073173	1
-0.24749754	0.10786156	1
-0.31886104	0.028821817	1
-0.36519265	0.20525509	1
-0.18210816	-0.046522965	1
-0.35583247	0.029164836	1
-0.036274585	0.17639464	1
-0.093002112	0.068126706	1
-0.19232856	0.013160905	1
-0.34282795	0.21574575	1
-0.29145163	0.11769922	1
-0.17064197	-0.00663482	1
-0.21075376	0.092506587	1
-0.24685792	-0.010316255	1
-0.25880956	-0.000444034	1
-0.32007217	0.026655088	1
-0.14966375	0.30300356	1
